./asio_kcp_client/asio_kcp_client 120.26.200.117 23457 500 2>/dev/null
61  60  65  55  54  156 155 115 106 66  max: 156  average 10: 89  average total: 89 0KB/s(in)
19:59.12 66 48  59  59  60  60  60  56  56  55  max: 66  average 10: 57  average total: 57
19:59.13 55 55  55  56  55  50  61  50  62  61  max: 62  average 10: 56  average total: 56
19:59.13 61 51  52  61  57  55  57  56  60  118 max: 118  average 10: 62  average total: 62
19:59.14 109    74  56  55  53  58  54  117 119 76  max: 119  average 10: 77  average total: 77
19:59.14 59 59  59  60  61  62  61  60  55  71  max: 71  average 10: 60  average total: 60
19:59.15 56 58  57  121 107 82  61  51  62  61  max: 121  average 10: 71  average total: 71
19:59.15 51 51  50  51  65  63  66  64  54  54  max: 66  average 10: 56  average total: 56
19:59.16 54 54  54  56  55  131 112 81  51  50  max: 131  average 10: 69  average total: 69
19:59.16 61 52  51  52  62  67  58  57  58  59  max: 67  average 10: 57  average total: 57
19:59.17 59 58  58  55  55  57  55  116 105 76  max: 116  average 10: 69  average total: 69
19:59.17 56 65  51  50  50  60  51  61  52  61  max: 65  average 10: 55  average total: 55
19:59.18 123    107 76  57  57  56  57  58  56  57  max: 123  average 10: 70  average total: 70
19:59.18 54 54  55  63  52  53  53  63  63  64  max: 64  average 10: 57  average total: 57 10.3KB/s(in)
19:59.19 71 65  61  51  60  118 106 77  57  57  max: 118  average 10: 72  average total: 72
19:59.19 58 58  53  53  53  53  53  54  63  54  max: 63  average 10: 55  average total: 55
19:59.20 53 59  60  110 109 110 69  60  115 106 max: 115  average 10: 85  average total: 85
19:59.20 66 55  57  57  59  57  58  53  53  53  max: 66  average 10: 56  average total: 56
19:59.21 54 55  54  55  216 212 172 164 122 82  max: 216  average 10: 118  average total: 118
19:59.21 62 52  58  57  62  60  60  61  62  60  max: 62  average 10: 59  average total: 59
19:59.22 62 115 105 64  54  54  55  54  55  66  max: 115  average 10: 68  average total: 68
19:59.22 55 55  54  49  60  59  60  62  61  61  max: 62  average 10: 57  average total: 57
19:59.23 62 58  57  58  59  60  58  59  106 105 max: 106  average 10: 68  average total: 68
19:59.23 155    125 107 64  53  54  54  48  59  60  max: 155  average 10: 77  average total: 77
19:59.24 58 58  59  63  58  63  53  53  54  56  max: 63  average 10: 57  average total: 57
19:59.24 55 55  59  60  60  128 110 67  105 71  max: 128  average 10: 77  average total: 77
19:59.25 98 57  57  56  58  58  57  61  63  52  max: 98  average 10: 61  average total: 61
19:59.25 133    93  52  53  68  57  68  118 129 121 max: 133  average 10: 89  average total: 89
19:59.26 88 116 106 66  120 79  127 120 75  54  max: 127  average 10: 95  average total: 95
19:59.26 63 72  62  57  58  60  220 207 171 157 max: 220  average 10: 112  average total: 112
19:59.27 118    80  67  65  52  54  126 105 91  58  max: 126  average 10: 81  average total: 81
19:59.27 66 60  61  60  50  66  71  68  70  128 max: 128  average 10: 70  average total: 70
19:59.28 108    90  59  58  114 127 78  54  68  70  max: 127  average 10: 82  average total: 82
19:59.28 54 50  49  59  60  74  55  50  67  74  max: 74  average 10: 59  average total: 59 9.8KB/s(in)
19:59.29 78 55  58  57  59  55  55  55  61  51  max: 78  average 10: 58  average total: 58
19:59.29 51 53  52  64  67  66  62  57  62  56  max: 67  average 10: 59  average total: 59
19:59.30 57 58  62  62  54  54  67  67  66  66  max: 67  average 10: 61  average total: 61
19:59.30 55 49  50  60  60  61  60  62  57  57  max: 62  average 10: 57  average total: 57
19:59.31 58 80  58  57  58  54  54  54  55  55  max: 80  average 10: 58  average total: 58
19:59.31 56 56  51  51  51  52  52  52  63  64  max: 64  average 10: 54  average total: 54
19:59.32 58 58  59  59  59  59  58  58  58  57  max: 59  average 10: 58  average total: 58
19:59.32 57 54  55  67  65  136 103 91  64  51  max: 136  average 10: 74  average total: 74
19:59.33 59 125 112 113 72  56  63  56  64  71  max: 125  average 10: 79  average total: 79
19:59.33 62 124 104 77  64  127 130 85  55  55  max: 130  average 10: 88  average total: 88
19:59.34 55 60  60  61  61  61  61  50  51  56  max: 61  average 10: 57  average total: 57
19:59.34 107    117 107 77  117 110 102 70  55  103 max: 117  average 10: 96  average total: 96
19:59.35 102    62  64  47  57  56  57  58  57  59  max: 102  average 10: 61  average total: 61
19:59.35 54 54  54  54  54  56  55  52  65  61  max: 65  average 10: 55  average total: 55
19:59.36 51 63  61  64  67  58  61  60  63  72  max: 72  average 10: 62  average total: 62
19:59.36 69 54  60  71  55  59  61  134 134 135 max: 135  average 10: 83  average total: 83
19:59.37 84 64  77  60  66  69  49  130 110 81  max: 130  average 10: 79  average total: 79
19:59.37 59 60  49  118 108 107 78  59  59  59  max: 118  average 10: 75  average total: 75
19:59.38 57 60  59  53  57  114 105 75  56  110 max: 114  average 10: 74  average total: 74
19:59.38 111    110 71  61  51  61  57  58  59  58  max: 111  average 10: 69  average total: 69 9.9KB/s(in)
19:59.39 58 58  59  60  56  57  54  116 105 75  max: 116  average 10: 69  average total: 69
19:59.39 54 55  71  63  67  67  62  62  62  52  max: 71  average 10: 61  average total: 61
19:59.40 57 57  60  121 116 79  68  54  54  56  max: 121  average 10: 72  average total: 72
19:59.40 55 56  116 106 72  52  53  52  63  64  max: 116  average 10: 68  average total: 68
19:59.41 54 54  49  121 111 81  61  52  47  57  max: 121  average 10: 68  average total: 68
19:59.41 57 58  59  58  115 106 65  54  55  56  max: 115  average 10: 68  average total: 68
19:59.42 56 57  53  54  53  53  62  62  62  57  max: 62  average 10: 56  average total: 56
19:59.42 58 57  61  62  61  61  58  58  53  54  max: 62  average 10: 58  average total: 58
19:59.43 55 54  55  55  70  60  62  61  50  61  max: 70  average 10: 58  average total: 58
19:59.43 61 69  74  56  56  57  57  58  57  58  max: 74  average 10: 60  average total: 60
19:59.44 54 53  53  59  105 64  56  56  60  49  max: 105  average 10: 60  average total: 60
19:59.44 50 55  70  62  63  61  57  56  118 88  max: 118  average 10: 68  average total: 68
19:59.45 59 67  61  65  54  55  54  66  55  55  max: 67  average 10: 59  average total: 59
19:59.45 52 54  60  55  61  50  61  60  57  57  max: 61  average 10: 56  average total: 56
19:59.46 58 67  60  59  58  56  60  54  54  65  max: 67  average 10: 59  average total: 59
19:59.46 64 52  113 112 71  68  131 107 87  58  max: 131  average 10: 86  average total: 86
19:59.47 58 60  64  54  115 127 105 85  55  66  max: 127  average 10: 78  average total: 78
19:59.47 62 61  62  61  65  215 171 160 117 77  max: 215  average 10: 105  average total: 105
19:59.48 61 68  59  68  70  57  53  53  54  55  max: 70  average 10: 59  average total: 59
19:59.48 54 56  61  194 153 153 163 123 113 98  max: 194  average 10: 116  average total: 116 9.8KB/s(in)
19:59.49 59 57  58  57  57  59  117 114 63  53  max: 117  average 10: 69  average total: 69
19:59.49 63 53  64  54  75  63  63  64  51  58  max: 75  average 10: 60  average total: 60
19:59.50 62 61  63  57  56  57  57  123 105 85  max: 123  average 10: 72  average total: 72
19:59.51 55 56  57  204 164 165 125 110 70  60  max: 204  average 10: 106  average total: 106
19:59.51 50 52  50  61  56  57  57  58  59  55  max: 61  average 10: 55  average total: 55
19:59.52 55 55  56  56  56  56  53  52  52  51  max: 56  average 10: 54  average total: 54
19:59.52 61 61  62  56  58  58  58  57  58  58  max: 62  average 10: 58  average total: 58
19:59.53 54 54  115 116 75  59  53  58  59  47  max: 116  average 10: 69  average total: 69
19:59.53 58 59  59  60  60  55  71  76  56  56  max: 76  average 10: 61  average total: 61
19:59.54 56 56  56  52  61  53  52  54  54  54  max: 61  average 10: 54  average total: 54
19:59.54 53 59  59  60  50  62  117 108 67  69  max: 117  average 10: 70  average total: 70
19:59.55 68 58  59  58  113 104 73  54  56  55  max: 113  average 10: 69  average total: 69
19:59.55 111    101 71  50  62  114 99  68  59  69  max: 114  average 10: 80  average total: 80
19:59.56 59 60  61  65  56  66  57  57  57  57  max: 66  average 10: 59  average total: 59
19:59.56 57 57  54  54  56  53  54  64  54  71  max: 71  average 10: 57  average total: 57
19:59.57 50 50  63  56  67  65  60  48  59  58  max: 67  average 10: 57  average total: 57
19:59.57 60 116 106 65  57  56  56  56  56  57  max: 116  average 10: 68  average total: 68
19:59.58 113    114 113 72  53  52  124 99  58  59  max: 124  average 10: 85  average total: 85
19:59.58 59 59  60  60  61  61  55  55  56  57  max: 61  average 10: 58  average total: 58
19:59.59 56 57  58  63  52  53  53  54  56  56  max: 63  average 10: 55  average total: 55 9.9KB/s(in)
19:59.59 54 53  51  54  61  69  62  58  118 89  max: 118  average 10: 66  average total: 66
20:0.0 60   61  55  56  55  55  56  56  56  55  max: 61  average 10: 56  average total: 56
20:0.0 52   53  51  53  53  64  53  48  64  48  max: 64  average 10: 53  average total: 53
20:0.1 58   109 78  59  59  54  55  54  54  55  max: 109  average 10: 63  average total: 63
20:0.1 55   55  54  65  55  54  50  59  60  61  max: 65  average 10: 56  average total: 56
20:0.2 51   61  61  56  55  56  57  56  57  60  max: 61  average 10: 57  average total: 57
20:0.2 57   53  53  54  53  53  54  70  62  60  max: 70  average 10: 56  average total: 56
20:0.3 61   60  61  61  67  67  58  67  119 113 max: 119  average 10: 73  average total: 73
20:0.3 79   61  114 83  56  53  54  54  55  105 max: 114  average 10: 71  average total: 71
20:0.4 70   51  51  51  62  62  51  52  59  57  max: 70  average 10: 56  average total: 56
20:0.4 58   57  192 161 119 99  208 204 164 156 max: 208  average 10: 141  average total: 141
20:0.5 114  104 63  55  54  49  49  60  60  191 max: 191  average 10: 79  average total: 79
20:0.5 158  147 107 67  57  58  58  64  53  52  max: 158  average 10: 82  average total: 82
20:0.6 53   54  54  54  54  52  62  63  51  60  max: 63  average 10: 55  average total: 55
20:0.6 121  111 75  56  55  57  56  60  58  57  max: 121  average 10: 70  average total: 70
20:0.7 63   62  63  65  52  62  63  59  68  70  max: 70  average 10: 62  average total: 62
20:0.7 58   60  57  58  54  55  54  56  55  55  max: 60  average 10: 56  average total: 56
20:0.8 56   55  56  62  61  63  61  50  61  52  max: 63  average 10: 57  average total: 57
20:0.8 52   57  57  57  58  58  57  57  58  52  max: 58  average 10: 56  average total: 56
20:0.9 53   53  54  63  64  50  49  50  50  50  max: 64  average 10: 53  average total: 53 9.9KB/s(in)
20:0.9 61   62  61  66  57  58  58  58  60  59  max: 66  average 10: 60  average total: 60
20:0.10 53  54  55  55  55  53  57  58  78  59  max: 78  average 10: 57  average total: 57
20:0.10 59  60  60  56  68  56  59  59  59  118 max: 118  average 10: 65  average total: 65
20:0.11 103 74  54  53  120 99  80  59  59  60  max: 120  average 10: 76  average total: 76
20:0.11 61  61  55  56  107 66  57  56  56  102 max: 107  average 10: 67  average total: 67
