./udt_bench_mark/udt_stream_client/udt_stream_client 22001 120.26.200.117 23456 500 2>./state.log
connect to: 120.26.200.117 23456
Run UDT client loop ...
235 183 190 182 153 130 192 183 192 949 max: 949  average 10: 258  average total: 258 0KB/s(in)
19:58.59 3867   3813    3762    3712    3657    3606    3554    3500    3447    3394    max: 3867  average 10: 3631  average total: 1687
19:58.59 3342   3289    3237    3187    3137    3084    3030    2976    3680    3628    max: 3680  average 10: 3259  average total: 1750
19:58.59 3577   3524    3472    3421    3367    3316    3274    3220    3168    3130    max: 3577  average 10: 3346  average total: 1811
19:58.59 3079   3026    2994    2940    2888    2834    2793    2780    4049    3995    max: 4049  average 10: 3137  average total: 1860
19:59.1 4082    4032    3977    3925    3872    3818    3764    3777    3723    3670    max: 4082  average 10: 3864  average total: 1932
19:59.1 3616    3737    3743    4065    4062    4012    3960    3909    3898    4025    max: 4065  average 10: 3902  average total: 2000
19:59.2 4271    4219    4169    4275    4221    4166    4114    4099    4101    5301    max: 5301  average 10: 4293  average total: 2076
19:59.4 5246    5195    5143    5089    5050    4997    4946    4892    4838    4784    max: 5246  average 10: 5018  average total: 2171
19:59.4 4750    4698    4646    4593    4539    4485    4574    4603    4619    4846    max: 4846  average 10: 4635  average total: 2248
19:59.4 4792    4741    4686    4778    4724    4670    4618    4566    4550    4556    max: 4792  average 10: 4668  average total: 2321
19:59.4 6736    6682    6916    6863    6811    6756    6705    6653    6599    6546    max: 6916  average 10: 6726  average total: 2451
19:59.7 6491    6437    6387    6331    6516    6462    6408    6356    6301    6249    max: 6516  average 10: 6393  average total: 2563
19:59.7 6301    6308    6550    6496    6441    6386    6331    6305    6279    6435    max: 6550  average 10: 6383  average total: 2670 7.4KB/s(in)
19:59.8 6384    6332    6559    6650    6597    7380    7326    7271    7220    7165    max: 7380  average 10: 6888  average total: 2784
19:59.9 7113    7059    7008    6955    6919    6866    6811    6759    6704    6748    max: 7113  average 10: 6894  average total: 2892
19:59.9 6696    6645    6591    6537    6483    6500    6537    6601    6597    6544    max: 6696  average 10: 6573  average total: 2986
19:59.10 9084   9033    8982    8931    8877    8824    8770    8719    8668    8615    max: 9084  average 10: 8850  average total: 3133
19:59.12 8560   8506    8456    8403    8348    8294    8239    8187    8134    8082    max: 8560  average 10: 8320  average total: 3259
19:59.12 8027   7974    7924    7872    7821    7770    7715    7662    7666    7634    max: 8027  average 10: 7806  average total: 3367
19:59.12 7599   7547    7511    7477    7442    7407    7372    7335    7280    7245    max: 7599  average 10: 7421  average total: 3462
19:59.12 7214   7189    7152    7116    7080    7058    7003    6964    6911    6858    max: 7214  average 10: 7054  average total: 3543
19:59.13 6810   6757    6730    6679    6637    6582    6529    6486    6432    6381    max: 6810  average 10: 6602  average total: 3611
19:59.13 6340   6307    6270    6215    6160    6124    6088    6048    6009    5972    max: 6340  average 10: 6153  average total: 3667
19:59.13 5936   5883    5841    5806    5752    5710    5672    5617    5579    5527    max: 5936  average 10: 5732  average total: 3711
19:59.13 5485   5442    5401    5362    5309    5268    5228    5188    5148    5111    max: 5485  average 10: 5294  average total: 3744
19:59.13 5070   5025    4987    4946    4907    4864    4822    4782    4741    4688    max: 5070  average 10: 4883  average total: 3767
19:59.13 4645   4591    4548    4497    4444    4392    4339    4296    4258    4205    max: 4645  average 10: 4421  average total: 3780
19:59.13 4163   4108    4067    4016    3962    3921    3871    3820    3769    3715    max: 4163  average 10: 3941  average total: 3783
19:59.13 3661   3622    3569    3515    3474    3421    3369    3331    3279    3224    max: 3661  average 10: 3446  average total: 3777
19:59.13 3174   3123    3082    3037    2989    2945    2894    2855    2807    2766    max: 3174  average 10: 2967  average total: 3761
19:59.13 2722   2677    2635    2581    2537    2494    2452    2421    2367    2316    max: 2722  average 10: 2520  average total: 3738
19:59.13 2263   2208    2162    2120    2075    2042    1991    1937    1883    1828    max: 2263  average 10: 2050  average total: 3708
19:59.13 1774   1722    1676    1635    1588    1545    1498    1455    1411    1366    max: 1774  average 10: 1567  average total: 3669
19:59.13 1331   1277    1226    1174    1123    1079    1036    995 953 903 max: 1331  average 10: 1109  average total: 3624
19:59.13 856    815 769 723 680 638 595 553 503 460 max: 856  average 10: 659  average total: 3573
19:59.14 418    374 330 288 246 202 153 109 66  48  max: 418  average 10: 223  average total: 3516
19:59.14 471    418 367 315 262 215 160 109 98  58  max: 471  average 10: 247  average total: 3462
19:59.14 49 47  50  54  52  52  49  49  47  48  max: 54  average 10: 49  average total: 3406
19:59.15 48 50  48  49  146 94  52  49  48  49  max: 146  average 10: 63  average total: 3352
19:59.15 47 48  48  47  50  61  51  49  49  47  max: 61  average 10: 49  average total: 3300
19:59.16 47 49  48  48  48  48  48  48  49  46  max: 49  average 10: 47  average total: 3249
19:59.16 48 47  48  49  48  48  50  50  51  202 max: 202  average 10: 64  average total: 3200
19:59.17 175    124 71  48  48  55  52  52  49  150 max: 175  average 10: 82  average total: 3153
19:59.17 98 53  48  47  49  48  48  49  48  52  max: 98  average 10: 54  average total: 3106
19:59.18 49 52  51  53  50  50  50  49  46  48  max: 53  average 10: 49  average total: 3061 15.4KB/s(in)
19:59.18 48 49  56  49  49  48  49  47  51  197 max: 197  average 10: 64  average total: 3018
19:59.19 165    111 61  48  46  49  49  53  48  47  max: 165  average 10: 67  average total: 2976
19:59.19 47 48  49  48  52  49  47  50  55  49  max: 55  average 10: 49  average total: 2935
19:59.20 47 145 92  51  50  48  49  48  49  147 max: 147  average 10: 72  average total: 2895
19:59.20 94 53  48  47  47  49  49  48  48  49  max: 94  average 10: 53  average total: 2856
19:59.21 48 48  47  49  48  49  49  49  49  49  max: 49  average 10: 48  average total: 2818
19:59.21 59 55  48  48  49  144 94  66  55  49  max: 144  average 10: 66  average total: 2781
19:59.22 48 50  149 94  52  50  51  49  48  48  max: 149  average 10: 63  average total: 2746
19:59.22 50 49  49  48  48  47  48  50  57  52  max: 57  average 10: 49  average total: 2711
19:59.23 49 48  48  48  49  48  48  48  49  49  max: 49  average 10: 48  average total: 2676
19:59.23 47 48  149 94  56  49  48  49  47  48  max: 149  average 10: 63  average total: 2643
19:59.24 48 48  48  47  49  49  48  49  49  61  max: 61  average 10: 49  average total: 2611
19:59.25 58 51  49  86  48  69  49  53  732 688 max: 732  average 10: 188  average total: 2581
19:59.26 636    586 534 483 432 381 331 276 225 173 max: 636  average 10: 405  average total: 2554
19:59.26 123    2398    2345    2295    2240    2187    2133    2083    2033    1978    max: 2398  average 10: 1981  average total: 2548
19:59.28 1928   1874    1824    1771    1718    1664    1612    1561    1555    1518    max: 1928  average 10: 1702  average total: 2537
19:59.28 1478   1438    1406    1355    1314    1267    1244    1193    1142    1094    max: 1478  average 10: 1293  average total: 2523
19:59.28 1051   1032    979 928 877 828 781 763 710 660 max: 1051  average 10: 860  average total: 2503
19:59.28 1033   979 925 875 820 767 713 662 611 560 max: 1033  average 10: 794  average total: 2484 9.1KB/s(in)
19:59.29 508    470 419 369 317 262 209 156 102 171 max: 508  average 10: 298  average total: 2459
19:59.29 122    68  67  147 96  61  47  48  49  50  max: 147  average 10: 75  average total: 2432
19:59.29 47 47  48  48  49  50  50  49  47  50  max: 50  average 10: 48  average total: 2406
19:59.30 48 51  47  48  48  49  52  166 115 63  max: 166  average 10: 68  average total: 2380
19:59.30 50 50  146 94  63  51  50  48  48  50  max: 146  average 10: 65  average total: 2355
19:59.31 55 57  70  148 94  62  49  50  48  48  max: 148  average 10: 68  average total: 2330
19:59.31 47 48  47  48  48  475 423 370 316 263 max: 475  average 10: 208  average total: 2308
19:59.32 208    157 105 98  67  49  48  49  49  50  max: 208  average 10: 88  average total: 2284
19:59.32 49 49  48  60  53  48  47  57  51  50  max: 60  average 10: 51  average total: 2261
19:59.33 54 49  52  50  49  48  48  51  56  62  max: 62  average 10: 51  average total: 2238
19:59.33 61 58  49  49  50  47  48  422 367 411 max: 422  average 10: 156  average total: 2217
19:59.34 361    311 259 209 159 107 54  49  49  49  max: 361  average 10: 160  average total: 2196
19:59.34 48 49  49  49  48  49  49  54  54  54  max: 54  average 10: 50  average total: 2175
19:59.35 48 48  48  48  47  48  49  49  49  49  max: 49  average 10: 48  average total: 2154
19:59.35 49 49  48  48  48  49  48  50  47  146 max: 146  average 10: 58  average total: 2133
19:59.36 95 51  48  49  52  153 102 155 103 57  max: 155  average 10: 86  average total: 2113
19:59.36 153    99  75  57  54  51  66  68  983 932 max: 983  average 10: 253  average total: 2095
19:59.38 882    828 778 723 669 678 628 576 570 519 max: 882  average 10: 685  average total: 2082
19:59.38 469    417 365 311 308 276 241 208 164 132 max: 469  average 10: 289  average total: 2065
19:59.38 94 143 94  66  48  47  48  49  48  50  max: 143  average 10: 68  average total: 2046
19:59.39 50 49  49  50  55  63  52  51  151 98  max: 151  average 10: 66  average total: 2028 10KB/s(in)
19:59.39 62 47  49  54  49  48  46  52  48  48  max: 62  average 10: 50  average total: 2010
19:59.40 49 49  48  50  49  48  49  48  51  48  max: 51  average 10: 48  average total: 1992
19:59.40 51 57  50  47  48  50  50  55  50  47  max: 57  average 10: 50  average total: 1975
19:59.41 47 51  48  49  48  47  48  50  49  50  max: 51  average 10: 48  average total: 1957
19:59.41 50 48  46  49  49  48  48  53  49  49  max: 53  average 10: 48  average total: 1940
19:59.42 48 50  48  49  47  47  49  50  47  49  max: 50  average 10: 48  average total: 1924
19:59.42 47 49  49  47  49  49  50  48  47  48  max: 50  average 10: 48  average total: 1908
19:59.43 54 48  48  49  147 93  50  48  49  47  max: 147  average 10: 63  average total: 1892
19:59.43 49 49  49  49  48  57  49  146 93  148 max: 148  average 10: 73  average total: 1876
19:59.44 95 52  54  48  49  55  54  65  147 93  max: 147  average 10: 71  average total: 1861
19:59.44 52 49  208 178 125 74  49  57  47  48  max: 208  average 10: 88  average total: 1846
19:59.45 50 50  48  75  84  63  54  53  169 115 max: 169  average 10: 76  average total: 1831
19:59.45 63 54  49  49  47  49  49  49  48  46  max: 63  average 10: 50  average total: 1816
19:59.46 48 49  48  148 94  64  49  48  50  47  max: 148  average 10: 64  average total: 1802
19:59.46 52 48  47  48  49  50  51  49  199 159 max: 199  average 10: 75  average total: 1788
19:59.47 108    66  48  48  48  47  48  50  201 170 max: 201  average 10: 83  average total: 1774
19:59.48 118    85  52  52  49  49  51  51  69  67  max: 118  average 10: 64  average total: 1761
19:59.48 49 51  50  55  49  63  50  55  48  48  max: 63  average 10: 51  average total: 1747
19:59.48 49 50  225 173 121 81  145 94  67  48  max: 225  average 10: 105  average total: 1734
19:59.49 165    112 59  57  51  53  49  48  49  53  max: 165  average 10: 69  average total: 1721 9.6KB/s(in)
19:59.49 50 54  59  57  49  74  59  48  47  47  max: 74  average 10: 54  average total: 1708
19:59.50 47 48  47  49  49  145 93  150 96  63  max: 150  average 10: 78  average total: 1696
19:59.51 49 51  46  46  46  49  48  49  147 96  max: 147  average 10: 62  average total: 1683
19:59.51 63 49  47  49  54  49  48  51  66  48  max: 66  average 10: 52  average total: 1671
19:59.52 48 48  170 116 145 94  64  49  147 93  max: 170  average 10: 97  average total: 1659
19:59.52 60 51  51  50  51  48  50  49  148 94  max: 148  average 10: 65  average total: 1647
19:59.53 67 48  49  47  52  48  49  48  50  49  max: 67  average 10: 50  average total: 1635
19:59.53 48 47  50  48  51  59  53  50  56  50  max: 59  average 10: 51  average total: 1624
19:59.54 49 48  48  48  52  48  48  48  49  51  max: 52  average 10: 48  average total: 1612
19:59.54 55 48  157 103 68  47  49  47  49  48  max: 157  average 10: 67  average total: 1601
19:59.55 49 148 94  146 95  63  48  47  47  48  max: 148  average 10: 78  average total: 1590
19:59.55 147    94  65  48  48  48  47  48  48  48  max: 147  average 10: 64  average total: 1579
19:59.56 52 49  47  48  50  151 96  64  49  146 max: 151  average 10: 75  average total: 1568
19:59.56 93 60  51  49  49  48  49  47  143 93  max: 143  average 10: 68  average total: 1558
19:59.57 62 49  49  47  49  49  49  149 95  69  max: 149  average 10: 66  average total: 1547
19:59.57 49 48  59  49  150 96  65  49  151 97  max: 151  average 10: 81  average total: 1537
19:59.58 64 148 96  64  49  48  48  49  48  48  max: 148  average 10: 66  average total: 1527
19:59.58 49 47  49  55  154 99  66  52  52  52  max: 154  average 10: 67  average total: 1517
19:59.59 53 50  46  154 99  68  49  48  47  49  max: 154  average 10: 66  average total: 1507
19:59.59 48 55  49  47  49  48  49  48  53  58  max: 58  average 10: 50  average total: 1497 9.6KB/s(in)
20:0.0 54   49  49  48  48  48  48  48  47  47  max: 54  average 10: 48  average total: 1488
20:0.0 47   48  49  49  49  49  48  47  48  47  max: 49  average 10: 48  average total: 1478
20:0.1 49   51  48  49  47  49  49  48  147 94  max: 147  average 10: 63  average total: 1469
20:0.1 67   48  47  149 94  65  49  48  50  47  max: 149  average 10: 66  average total: 1459
20:0.2 48   49  48  49  52  48  47  49  48  50  max: 52  average 10: 48  average total: 1450
20:0.2 48   48  48  47  48  49  48  48  49  47  max: 49  average 10: 48  average total: 1441
20:0.3 49   58  52  49  51  50  52  51  52  50  max: 58  average 10: 51  average total: 1432
20:0.3 49   49  48  48  49  48  46  47  49  48  max: 49  average 10: 48  average total: 1423
20:0.4 48   63  57  148 95  2405    2351    2301    2250    2198    max: 2405  average 10: 1191  average total: 1422
20:0.7 2148 2097    2044    1994    1942    1892    1839    1789    1735    1683    max: 2148  average 10: 1916  average total: 1425
20:0.7 1631 1581    1567    1522    1482    1450    1403    1359    1311    1271    max: 1631  average 10: 1457  average total: 1425
20:0.7 1230 1191    1149    1095    1056    1013    981 940 898 854 max: 1230  average 10: 1040  average total: 1423
20:0.7 816  767 781 730 678 624 572 520 485 434 max: 816  average 10: 640  average total: 1418
20:0.7 386  346 306 265 225 185 150 106 63  49  max: 386  average 10: 208  average total: 1410
20:0.7 47   49  48  46  49  47  47  49  47  48  max: 49  average 10: 47  average total: 1402
20:0.8 49   49  47  51  48  51  48  47  47  48  max: 51  average 10: 48  average total: 1394
20:0.8 51   47  50  48  48  48  47  48  49  48  max: 51  average 10: 48  average total: 1386
20:0.9 48   51  47  48  48  147 94  53  48  145 max: 147  average 10: 72  average total: 1378
20:0.9 93   50  48  48  48  50  48  49  47  49  max: 93  average 10: 53  average total: 1370
20:0.10 48  49  47  49  48  49  47  48  49  49  max: 49  average 10: 48  average total: 1362 9.6KB/s(in)
20:0.10 48  47  51  52  148 95  55  48  48  48  max: 148  average 10: 64  average total: 1354
20:0.11 49  48  49  48  50  47  48  48  48  47  max: 50  average 10: 48  average total: 1346
